Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,0.6689389944076538,0.6803179979324341,0.6313109993934631,0.6525200009346008,0.6525200009346008,17821137
2021-01-01,0.652895987033844,0.671330988407135,0.6337000131607056,0.6494429707527161,0.6494429707527161,16190074
2021-01-02,0.6493750214576721,0.6498180031776428,0.6193720102310181,0.6314259767532349,0.6314259767532349,19299747
2021-01-03,0.6315910220146179,0.6804389953613281,0.6278780102729797,0.6618949770927429,0.6618949770927429,32764781
2021-01-04,0.6618459820747375,0.7217490077018738,0.6384609937667847,0.6702439785003662,0.6702439785003662,51922005
2021-01-05,0.6700819730758667,0.7208439707756042,0.6505460143089294,0.7166739702224731,0.7166739702224731,43799821
2021-01-06,0.7169619798660278,0.7215200066566467,0.703236997127533,0.7161769866943359,0.7161769866943359,17479500
2021-01-07,0.7157899737358093,0.9543110132217407,0.7120040059089661,0.8590080142021179,0.8590080142021179,73383665
2021-01-08,0.8597970008850098,0.8966619968414307,0.8298900127410889,0.8525720238685608,0.8525720238685608,33812936
2021-01-09,0.8522340059280396,0.8531240224838257,0.8163390159606934,0.8190150260925293,0.8190150260925293,18158220
2021-01-10,0.8190770149230957,0.8900439739227295,0.8166570067405701,0.8470690250396729,0.8470690250396729,30493281
2021-01-11,0.8460010290145874,0.8460320234298706,0.6996889710426331,0.7403960227966309,0.7403960227966309,56629816
2021-01-12,0.7402030229568481,0.838608980178833,0.7145180106163025,0.7490249872207642,0.7490249872207642,32318496
2021-01-13,0.7470409870147705,0.8481299877166748,0.7218859791755676,0.8213670253753662,0.8213670253753662,29486913
2021-01-14,0.8217369914054871,0.9009019732475281,0.8047369718551636,0.8314459919929504,0.8314459919929504,30663693
2021-01-15,0.8314189910888672,0.8520060181617737,0.7578960061073303,0.7918390035629272,0.7918390035629272,21542624
2021-01-16,0.7920219898223877,0.8135370016098022,0.758089005947113,0.7615190148353577,0.7615190148353577,15020435
2021-01-17,0.761201024055481,0.8287450075149536,0.7494320273399353,0.8073130249977112,0.8073130249977112,23241422
2021-01-18,0.8077099919319153,0.8157299757003784,0.7910640239715576,0.7997519969940186,0.7997519969940186,12917175
2021-01-19,0.7998279929161072,1.0003169775009155,0.7926070094108582,0.9104620218276978,0.9104620218276978,60245452
2021-01-20,0.910178005695343,0.9387270212173462,0.8674539923667908,0.9046739935874939,0.9046739935874939,24589191
2021-01-21,0.904744029045105,0.9064409732818604,0.7957019805908203,0.7962350249290466,0.7962350249290466,24484681
2021-01-22,0.7957680225372314,0.8637400269508362,0.7711629867553711,0.8132269978523254,0.8132269978523254,27699537
2021-01-23,0.8132699728012085,0.900708019733429,0.8062329888343811,0.900708019733429,0.900708019733429,22818246
2021-01-24,0.9017720222473145,0.92256098985672,0.8585460186004639,0.9072499871253967,0.9072499871253967,25070024
2021-01-25,0.9074329733848572,0.9387660026550293,0.8685089945793152,0.8703569769859314,0.8703569769859314,21912329
2021-01-26,0.8701940178871155,1.3538399934768677,0.8662629723548889,1.2658920288085938,1.2658920288085938,261899675
2021-01-27,1.2687339782714844,1.2844460010528564,1.1203409433364868,1.1232320070266724,1.1232320070266724,112674159
2021-01-28,1.1233099699020386,1.5703070163726807,1.1129850149154663,1.4547719955444336,1.4547719955444336,246448752
2021-01-29,1.4727100133895874,1.6957039833068848,1.447293996810913,1.4758729934692383,1.4758729934692383,151889653
2021-01-30,1.4736449718475342,1.574038028717041,1.4001250267028809,1.433493971824646,1.433493971824646,74765787
2021-01-31,1.4335789680480957,1.531013011932373,1.369338035583496,1.461069941520691,1.461069941520691,87289395
2021-02-01,1.459020972251892,1.8952280282974243,1.4176839590072632,1.792354941368103,1.792354941368103,183865495
2021-02-02,1.7964849472045898,2.340502977371216,1.7964849472045898,2.340502977371216,2.340502977371216,253258931
2021-02-03,2.347537040710449,2.4903628826141357,2.013427972793579,2.104048013687134,2.104048013687134,244705526
2021-02-04,2.105634927749634,2.846560001373291,1.975754976272583,2.6437230110168457,2.6437230110168457,313114758
2021-02-05,2.656709909439087,3.0117790699005127,2.656709909439087,2.8702940940856934,2.8702940940856934,169253224
2021-02-06,2.8678879737854004,2.9637320041656494,2.6336441040039062,2.6846048831939697,2.6846048831939697,116055040
2021-02-07,2.677978992462158,3.1372599601745605,2.4844210147857666,3.046436071395874,3.046436071395874,204601208
2021-02-08,3.0651841163635254,6.083691120147705,3.0651841163635254,5.785560131072998,5.785560131072998,925338670
2021-02-09,5.751344203948975,7.355402946472168,4.843443870544434,6.437321186065674,6.437321186065674,1153234845
2021-02-10,6.428525924682617,6.95621395111084,5.784060955047607,6.119060039520264,6.119060039520264,459775045
2021-02-11,6.091032028198242,6.4885969161987305,5.484724998474121,5.484724998474121,5.484724998474121,301285570
2021-02-12,5.471158027648926,6.13085412979126,5.408516883850098,5.725766181945801,5.725766181945801,354103437
2021-02-13,5.71812105178833,5.977169036865234,5.39349889755249,5.585742950439453,5.585742950439453,189307924
2021-02-14,5.581394195556641,6.147490978240967,5.35762882232666,5.651176929473877,5.651176929473877,234014904
2021-02-15,5.63520622253418,5.853822231292725,4.972561836242676,5.453699111938477,5.453699111938477,261353724
2021-02-16,5.447319984436035,6.708621025085449,5.304282188415527,6.5123748779296875,6.5123748779296875,459996383
2021-02-17,6.524129867553711,7.442309856414795,5.832053184509277,7.303834915161133,7.303834915161133,578430821
2021-02-18,7.292970180511475,7.519991874694824,6.462904930114746,6.707302093505859,6.707302093505859,267006322
2021-02-19,6.695794105529785,6.884507179260254,6.200100898742676,6.31606388092041,6.31606388092041,204897846
2021-02-20,6.313124179840088,6.738595008850098,5.733764171600342,5.9643449783325195,5.9643449783325195,195368387
2021-02-21,5.954761981964111,6.360025882720947,5.812676906585693,6.124401092529297,6.124401092529297,156476811
2021-02-22,6.12481689453125,8.406708717346191,5.965199947357178,7.065779209136963,7.065779209136963,731036801
2021-02-23,7.064021110534668,7.114671230316162,5.570102214813232,6.712749004364014,6.712749004364014,578884178
2021-02-24,6.725886821746826,7.6625800132751465,6.417242050170898,6.6897292137146,6.6897292137146,347070519
2021-02-25,6.6824212074279785,7.20855188369751,5.963476181030273,5.963476181030273,5.963476181030273,247342950
2021-02-26,5.987648010253906,6.403532028198242,5.585925102233887,5.895827770233154,5.895827770233154,185889740
2021-02-27,5.900442123413086,6.367059230804443,5.7715911865234375,5.919003009796143,5.919003009796143,133102816
2021-02-28,5.921469211578369,6.016913890838623,4.996100902557373,5.349640846252441,5.349640846252441,164424751
2021-03-01,5.361632823944092,6.7682647705078125,5.353888988494873,6.7510528564453125,6.7510528564453125,284275053
2021-03-02,6.750741004943848,6.780755996704102,6.23261022567749,6.457234859466553,6.457234859466553,186109178
2021-03-03,6.472055912017822,8.203225135803223,6.439836025238037,7.2247700691223145,7.2247700691223145,459813956
2021-03-04,7.213906764984131,8.13410758972168,7.113170146942139,7.4984450340271,7.4984450340271,418936174
2021-03-05,7.4749298095703125,8.764043807983398,6.996792793273926,8.488712310791016,8.488712310791016,539816082
2021-03-06,8.478124618530273,8.935028076171875,8.105055809020996,8.23739242553711,8.23739242553711,335788160
2021-03-07,8.248052597045898,8.302706718444824,7.789121150970459,8.271160125732422,8.271160125732422,187859367
2021-03-08,8.254155158996582,9.772783279418945,8.104065895080566,9.639249801635742,9.639249801635742,423561756
2021-03-09,9.669755935668945,12.062219619750977,9.607978820800781,11.71257209777832,11.71257209777832,842804932
2021-03-10,11.666213989257812,11.745773315429688,10.899006843566895,11.147438049316406,11.147438049316406,392489796
2021-03-11,11.123948097229004,11.371081352233887,10.425655364990234,10.815983772277832,10.815983772277832,353032857
2021-03-12,10.817126274108887,14.344088554382324,10.597125053405762,14.162925720214844,14.162925720214844,778270134
2021-03-13,14.158122062683105,14.815661430358887,12.7169828414917,14.586310386657715,14.586310386657715,458413473
2021-03-14,14.594352722167969,16.680822372436523,13.886953353881836,15.874853134155273,15.874853134155273,787898017
2021-03-15,15.8423490524292,16.675878524780273,14.630610466003418,16.339868545532227,16.339868545532227,648714358
2021-03-16,16.33368492126465,20.73755645751953,16.132997512817383,19.88077735900879,19.88077735900879,1453287134
2021-03-17,19.90597915649414,19.90597915649414,17.229843139648438,18.587238311767578,18.587238311767578,1043820400
