Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,1.535606026649475,1.5506099462509155,1.4302630424499512,1.5108979940414429,1.5108979940414429,12763260
2021-01-01,1.5097750425338745,1.8596559762954712,1.5020380020141602,1.8420840501785278,1.8420840501785278,25722549
2021-01-02,1.8455859422683716,1.9892950057983398,1.7214820384979248,1.7992750406265259,1.7992750406265259,31671064
2021-01-03,1.7999019622802734,2.364980936050415,1.7999019622802734,2.1617519855499268,2.1617519855499268,55073422
2021-01-04,2.16241192817688,2.4850969314575195,1.8763420581817627,2.4850969314575195,2.4850969314575195,59955405
2021-01-05,2.4909820556640625,2.5026159286499023,2.077742099761963,2.157217025756836,2.157217025756836,50555207
2021-01-06,2.159626007080078,2.185892105102539,1.9075850248336792,1.929216980934143,1.929216980934143,50263975
2021-01-07,1.9365860223770142,2.611830949783325,1.9330430030822754,2.3727450370788574,2.3727450370788574,159870278
2021-01-08,2.3687400817871094,3.779320001602173,2.180928945541382,3.2198870182037354,3.2198870182037354,206412154
2021-01-09,3.223541021347046,3.662787914276123,2.938307046890259,3.3853819370269775,3.3853819370269775,91906875
2021-01-10,3.390026092529297,3.733551025390625,3.196234941482544,3.466110944747925,3.466110944747925,62766977
2021-01-11,3.4610650539398193,3.51357102394104,2.5971240997314453,3.1080899238586426,3.1080899238586426,82877500
2021-01-12,3.1036880016326904,3.8444159030914307,3.0800349712371826,3.6133980751037598,3.6133980751037598,73484689
2021-01-13,3.628382921218872,3.6288249492645264,3.27492094039917,3.513782024383545,3.513782024383545,57994893
2021-01-14,3.516036033630371,3.5428659915924072,3.181973934173584,3.2781639099121094,3.2781639099121094,59283112
2021-01-15,3.2803990840911865,3.4359219074249268,2.9851911067962646,3.2501609325408936,3.2501609325408936,45331739
2021-01-16,3.248934030532837,3.7032320499420166,3.248934030532837,3.4470551013946533,3.4470551013946533,68035606
2021-01-17,3.4348700046539307,3.965372085571289,3.3197460174560547,3.81813907623291,3.81813907623291,85407766
2021-01-18,3.8221309185028076,4.14792013168335,3.6557610034942627,3.7955150604248047,3.7955150604248047,70601713
2021-01-19,3.7920429706573486,4.031448841094971,3.609023094177246,3.6418659687042236,3.6418659687042236,44547768
2021-01-20,3.63557505607605,3.7370030879974365,3.3440840244293213,3.7235779762268066,3.7235779762268066,46698656
2021-01-21,3.721669912338257,3.734325885772705,2.982696056365967,2.9905359745025635,2.9905359745025635,43834765
2021-01-22,2.989919900894165,3.497145891189575,2.5409860610961914,3.346229076385498,3.346229076385498,63361382
2021-01-23,3.3410348892211914,3.597301959991455,3.3157620429992676,3.5041120052337646,3.5041120052337646,27904470
2021-01-24,3.507110118865967,3.7930490970611572,3.4894940853118896,3.634411096572876,3.634411096572876,32747555
2021-01-25,3.6346449851989746,3.9743568897247314,3.4513099193573,3.6999809741973877,3.6999809741973877,80055958
2021-01-26,3.6989591121673584,4.096916198730469,3.6826319694519043,4.04734992980957,4.04734992980957,78823456
2021-01-27,4.048630237579346,4.048630237579346,3.531601905822754,3.690587043762207,3.690587043762207,35195110
2021-01-28,3.6863698959350586,3.943490982055664,3.6098809242248535,3.8220720291137695,3.8220720291137695,31410527
2021-01-29,3.8615810871124268,3.89260196685791,3.639385938644409,3.8346760272979736,3.8346760272979736,44053151
2021-01-30,3.837682008743286,4.311975955963135,3.774104118347168,4.224276065826416,4.224276065826416,53378198
2021-01-31,4.237314224243164,4.787010192871094,4.170497894287109,4.264143943786621,4.264143943786621,78376267
2021-02-01,4.261250972747803,4.611601829528809,4.118255138397217,4.611601829528809,4.611601829528809,39361629
2021-02-02,4.613740921020508,5.403642177581787,4.480119228363037,5.267508029937744,5.267508029937744,98755962
2021-02-03,5.246592044830322,5.780780792236328,5.072738170623779,5.71599006652832,5.71599006652832,49386327
2021-02-04,5.731748104095459,6.53101110458374,5.603236198425293,6.426064968109131,6.426064968109131,108249482
2021-02-05,6.435369968414307,7.127117156982422,6.426446914672852,6.681719779968262,6.681719779968262,92892157
2021-02-06,6.687301158905029,6.799130916595459,5.713828086853027,6.110806941986084,6.110806941986084,102365494
2021-02-07,6.117644786834717,6.871513843536377,5.76859188079834,6.700462818145752,6.700462818145752,105451103
2021-02-08,6.702446937561035,8.055932998657227,6.488927841186523,7.8832502365112305,7.8832502365112305,155254261
2021-02-09,7.869794845581055,8.46778392791748,7.570215225219727,7.816792964935303,7.816792964935303,121037873
2021-02-10,7.818552017211914,9.072604179382324,7.613846778869629,9.072214126586914,9.072214126586914,120679902
2021-02-11,9.08035659790039,9.707003593444824,8.761316299438477,9.215352058410645,9.215352058410645,53600048
2021-02-12,9.214790344238281,9.92445182800293,9.079011917114258,9.2470121383667,9.2470121383667,91484664
2021-02-13,9.23603343963623,9.499038696289062,8.683009147644043,8.732455253601074,8.732455253601074,91417968
2021-02-14,8.742988586425781,9.22029972076416,8.559715270996094,8.738896369934082,8.738896369934082,93500423
2021-02-15,8.724266052246094,9.310638427734375,7.840470790863037,8.861739158630371,8.861739158630371,109854635
2021-02-16,8.860748291015625,8.980367660522461,7.983557224273682,8.297866821289062,8.297866821289062,71625205
2021-02-17,8.298688888549805,8.433298110961914,7.544398784637451,8.222577095031738,8.222577095031738,89948578
2021-02-18,8.232871055603027,9.2791748046875,8.232871055603027,8.980451583862305,8.980451583862305,77306770
2021-02-19,8.97996997833252,11.680577278137207,8.556981086730957,11.465653419494629,11.465653419494629,261175711
2021-02-20,11.478087425231934,11.786737442016602,9.8158540725708,10.002663612365723,10.002663612365723,140264810
2021-02-21,9.987549781799316,11.640289306640625,9.887046813964844,11.0855131149292,11.0855131149292,137742366
2021-02-22,11.073036193847656,14.54564094543457,9.255904197692871,14.454785346984863,14.454785346984863,574136241
2021-02-23,14.421626091003418,15.74337100982666,11.599893569946289,15.2015380859375,15.2015380859375,485252846
2021-02-24,15.213842391967773,18.146621704101562,14.861799240112305,17.30270767211914,17.30270767211914,375439707
2021-02-25,17.230182647705078,17.695444107055664,13.795912742614746,13.816014289855957,13.816014289855957,364505276
2021-02-26,13.865891456604004,15.483704566955566,13.12014102935791,13.58794116973877,13.58794116973877,289687328
2021-02-27,13.601573944091797,14.612065315246582,13.057272911071777,13.201168060302734,13.201168060302734,247640940
2021-02-28,13.20776653289795,13.77901554107666,11.489982604980469,13.08924674987793,13.08924674987793,300493226
2021-03-01,13.108434677124023,15.516057014465332,13.057385444641113,14.955588340759277,14.955588340759277,306451693
2021-03-02,14.96684455871582,15.224124908447266,13.460748672485352,13.958921432495117,13.958921432495117,178549852
2021-03-03,13.963540077209473,14.729358673095703,13.767048835754395,14.115591049194336,14.115591049194336,153830742
2021-03-04,14.094866752624512,14.260360717773438,12.771269798278809,13.097983360290527,13.097983360290527,116364466
2021-03-05,13.066306114196777,13.079861640930176,12.184608459472656,12.610443115234375,12.610443115234375,90978408
2021-03-06,12.569936752319336,13.27048110961914,11.901227951049805,13.036458015441895,13.036458015441895,118851546
2021-03-07,13.043927192687988,13.996903419494629,12.726385116577148,13.877732276916504,13.877732276916504,117548176
2021-03-08,13.826814651489258,13.87082576751709,13.08228874206543,13.602188110351562,13.602188110351562,115525659
2021-03-09,13.615290641784668,14.986444473266602,13.320186614990234,14.84631061553955,14.84631061553955,134867044
2021-03-10,14.850929260253906,15.18793773651123,14.07906436920166,14.231083869934082,14.231083869934082,103150901
2021-03-11,14.219837188720703,16.239398956298828,13.704225540161133,15.992279052734375,15.992279052734375,229272516
2021-03-12,16.020919799804688,16.485795974731445,14.111228942871094,14.552142143249512,14.552142143249512,185287457
2021-03-13,14.563802719116211,15.394397735595703,13.920056343078613,15.308802604675293,15.308802604675293,145102757
2021-03-14,15.301581382751465,15.349831581115723,14.378764152526855,14.50826644897461,14.50826644897461,90232804
2021-03-15,14.477127075195312,14.790472984313965,13.698057174682617,14.186661720275879,14.186661720275879,102600692
2021-03-16,14.163911819458008,14.282896041870117,13.229814529418945,13.622773170471191,13.622773170471191,112303590
2021-03-17,13.634963989257812,14.266797065734863,13.130529403686523,14.220203399658203,14.220203399658203,94696339
2021-03-18,14.210677146911621,14.745476722717285,13.82728385925293,14.230025291442871,14.230025291442871,79074263
2021-03-19,14.232649803161621,14.488219261169434,13.93245792388916,14.204795837402344,14.204795837402344,68715211
