Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,21.591983795166016,26.06138801574707,21.123872756958008,24.35386848449707,24.35386848449707,385327102
2021-01-01,24.359148025512695,24.958112716674805,22.023263931274414,22.2910099029541,22.2910099029541,348030664
2021-01-02,22.288814544677734,23.13396644592285,21.432626724243164,21.80889129638672,21.80889129638672,243646888
2021-01-03,21.817991256713867,21.87387466430664,21.029001235961914,21.42637825012207,21.42637825012207,272432560
2021-01-04,21.434066772460938,22.923030853271484,21.011489868164062,21.4674072265625,21.4674072265625,312309245
2021-01-05,21.428016662597656,22.29195213317871,21.060802459716797,21.632770538330078,21.632770538330078,213135095
2021-01-06,21.638214111328125,22.52900505065918,21.604843139648438,21.969751358032227,21.969751358032227,201738931
2021-01-07,21.974510192871094,22.883968353271484,21.892732620239258,22.107826232910156,22.107826232910156,225642789
2021-01-08,22.10158920288086,22.296354293823242,21.337125778198242,21.662431716918945,21.662431716918945,154943100
2021-01-09,21.662193298339844,22.632335662841797,21.4145450592041,22.114524841308594,22.114524841308594,149399606
2021-01-10,22.10747718811035,24.2314395904541,22.10747718811035,23.497114181518555,23.497114181518555,452076685
2021-01-11,23.497478485107422,23.497478485107422,20.95624542236328,21.613977432250977,21.613977432250977,354889532
2021-01-12,21.621179580688477,21.934192657470703,21.004619598388672,21.03443145751953,21.03443145751953,182775071
2021-01-13,21.042694091796875,21.897390365600586,21.00225067138672,21.687957763671875,21.687957763671875,154682913
2021-01-14,21.687931060791016,22.242488861083984,21.416940689086914,21.560232162475586,21.560232162475586,137668105
2021-01-15,21.56563949584961,22.157182693481445,21.345693588256836,21.527254104614258,21.527254104614258,182172131
2021-01-16,21.531089782714844,24.936315536499023,21.531089782714844,22.849653244018555,22.849653244018555,406855509
2021-01-17,22.85260772705078,25.99747085571289,22.477554321289062,24.35165786743164,24.35165786743164,712570771
2021-01-18,24.350431442260742,24.856260299682617,23.601985931396484,23.72939682006836,23.72939682006836,351317651
2021-01-19,23.745458602905273,24.164926528930664,22.736326217651367,22.736326217651367,22.736326217651367,324184872
2021-01-20,22.734556198120117,22.937131881713867,21.86792755126953,22.374847412109375,22.374847412109375,301437883
2021-01-21,22.37558937072754,22.7108154296875,21.11458396911621,21.293458938598633,21.293458938598633,229588791
2021-01-22,21.310218811035156,22.977886199951172,20.907821655273438,22.306198120117188,22.306198120117188,435403380
2021-01-23,22.29718589782715,23.496837615966797,22.172731399536133,22.707294464111328,22.707294464111328,332639527
2021-01-24,22.70852279663086,23.15500831604004,22.533363342285156,22.759355545043945,22.759355545043945,241523529
2021-01-25,22.756946563720703,23.012685775756836,22.416841506958008,22.437036514282227,22.437036514282227,196122208
2021-01-26,22.434261322021484,22.608253479003906,21.86076545715332,22.19120979309082,22.19120979309082,178373502
2021-01-27,22.194934844970703,22.209880828857422,21.244651794433594,21.46245574951172,21.46245574951172,229177546
2021-01-28,21.460601806640625,22.07268524169922,21.36762046813965,21.947097778320312,21.947097778320312,155498148
2021-01-29,21.9273738861084,22.887374877929688,21.893537521362305,22.275327682495117,22.275327682495117,280008127
2021-01-30,22.281387329101562,22.5646915435791,22.00674057006836,22.059890747070312,22.059890747070312,162578510
2021-01-31,22.05270767211914,22.570749282836914,22.049161911010742,22.27235984802246,22.27235984802246,178044146
2021-02-01,22.269405364990234,23.930349349975586,22.06112289428711,22.609542846679688,22.609542846679688,443348505
2021-02-02,22.61821174621582,22.90943145751953,22.37322235107422,22.54334831237793,22.54334831237793,175058405
2021-02-03,22.541244506835938,23.263471603393555,22.460710525512695,23.035694122314453,23.035694122314453,193594344
2021-02-04,23.0413761138916,23.248716354370117,22.750761032104492,22.882219314575195,22.882219314575195,209636144
2021-02-05,22.88245964050293,25.525001525878906,22.839921951293945,24.51900291442871,24.51900291442871,491884502
2021-02-06,24.509750366210938,25.199190139770508,23.899028778076172,24.278181076049805,24.278181076049805,378556668
2021-02-07,24.2766056060791,24.595340728759766,23.776670455932617,24.080337524414062,24.080337524414062,272418316
2021-02-08,24.084135055541992,28.192447662353516,23.898365020751953,27.655271530151367,27.655271530151367,715775677
2021-02-09,27.664587020874023,50.60542297363281,27.146968841552734,43.76497268676758,43.76497268676758,3403223723
2021-02-10,43.892234802246094,45.33570861816406,36.37549591064453,39.90920639038086,39.90920639038086,2802540130
2021-02-11,39.8979606628418,42.376869201660156,37.37419509887695,40.25332260131836,40.25332260131836,1269328890
2021-02-12,40.265071868896484,44.47195053100586,39.49151611328125,42.785888671875,42.785888671875,1336951368
2021-02-13,42.76638412475586,44.50883865356445,40.43183517456055,41.69516372680664,41.69516372680664,1228889960
2021-02-14,41.66200637817383,51.93596649169922,41.28736114501953,47.475772857666016,47.475772857666016,2295182847
2021-02-15,47.4060173034668,50.187217712402344,38.023712158203125,42.9723014831543,42.9723014831543,2061387407
2021-02-16,42.967960357666016,45.688385009765625,40.40106964111328,41.95555114746094,41.95555114746094,1059200255
2021-02-17,41.95452117919922,44.37390899658203,40.54387283325195,43.24003601074219,43.24003601074219,841212350
2021-02-18,43.20174026489258,44.270137786865234,42.57113265991211,43.43219757080078,43.43219757080078,667645165
2021-02-19,43.43385696411133,43.594905853271484,41.56253433227539,43.141292572021484,43.141292572021484,828571188
2021-02-20,43.203060150146484,48.80648422241211,42.50069046020508,43.26521682739258,43.26521682739258,1610180337
2021-02-21,43.202754974365234,45.723182678222656,42.63374710083008,44.78836441040039,44.78836441040039,871412632
2021-02-22,44.76213073730469,44.779754638671875,33.623470306396484,39.47437286376953,39.47437286376953,1511820237
2021-02-23,39.47227096557617,39.49015426635742,32.02586364746094,35.442047119140625,35.442047119140625,1403444827
2021-02-24,35.473876953125,38.1522216796875,34.472389221191406,36.67176055908203,36.67176055908203,1029434272
2021-02-25,36.65266036987305,37.48283004760742,34.902278900146484,34.910560607910156,34.910560607910156,795545380
2021-02-26,34.92832565307617,36.33143615722656,33.34544372558594,35.10603332519531,35.10603332519531,838042220
2021-02-27,35.120704650878906,38.72762680053711,35.120704650878906,38.028404235839844,38.028404235839844,878926954
2021-02-28,38.010337829589844,38.3001708984375,34.9642333984375,35.991943359375,35.991943359375,768904061
2021-03-01,36.00157928466797,39.067604064941406,35.86710739135742,38.43284606933594,38.43284606933594,789024899
2021-03-02,38.473960876464844,38.8984489440918,37.28677749633789,38.186370849609375,38.186370849609375,691279882
2021-03-03,38.191444396972656,44.261329650878906,38.09164047241211,42.258270263671875,42.258270263671875,1502099768
2021-03-04,42.23831558227539,43.20561981201172,39.98458480834961,40.744232177734375,40.744232177734375,1073737656
2021-03-05,40.730003356933594,40.730003356933594,38.488346099853516,40.55181121826172,40.55181121826172,764912784
2021-03-06,40.55442810058594,40.90979766845703,39.036746978759766,40.485286712646484,40.485286712646484,556059908
2021-03-07,40.47115707397461,41.724388122558594,40.362159729003906,41.53217697143555,41.53217697143555,507418012
2021-03-08,41.486324310302734,41.89322280883789,40.67831039428711,41.54338455200195,41.54338455200195,525639115
2021-03-09,41.53919219970703,42.410423278808594,41.2574348449707,41.97175979614258,41.97175979614258,579999439
2021-03-10,41.97316360473633,43.93911361694336,41.22926712036133,42.63264846801758,42.63264846801758,799915938
2021-03-11,42.59331512451172,43.12105941772461,41.74958038330078,42.244407653808594,42.244407653808594,625698261
2021-03-12,42.26079177856445,45.01198959350586,42.096866607666016,44.13233947753906,44.13233947753906,983852692
2021-03-13,44.126564025878906,51.92266082763672,43.66069793701172,49.66910171508789,49.66910171508789,1670579730
2021-03-14,49.58737564086914,56.92398452758789,49.5072021484375,54.541751861572266,54.541751861572266,2334194125
2021-03-15,54.36708450317383,56.186248779296875,52.45149230957031,53.60643768310547,53.60643768310547,1660287262
2021-03-16,53.57091522216797,63.24059295654297,51.43751907348633,63.24059295654297,63.24059295654297,1975742411
2021-03-17,63.3925666809082,96.16801452636719,62.79691696166992,89.26824951171875,89.26824951171875,5549644898
