Unnamed: 0,Date,Open,High,Low,Close,Adj Close,PercentageChange,Difference,Volume,Currency,Month,MonthStr,Volatility,AverageVolatility
379,2022-01-14,3248.648681640625,3330.76611328125,3203.82373046875,3310.00146484375,3310.00146484375,-1.8535575846345187,-61.352783203125,13562957230,ETH,1,January,-61.352783203125,13.586257424533507
380,2022-01-15,3309.84423828125,3364.537841796875,3278.6708984375,3330.53076171875,3330.53076171875,-0.6211179213617153,-20.6865234375,9619999078,ETH,1,January,-20.6865234375,13.586257424533507
381,2022-01-16,3330.38720703125,3376.401123046875,3291.563720703125,3350.921875,3350.921875,-0.6128065271217342,-20.53466796875,9505934874,ETH,1,January,-20.53466796875,13.586257424533507
382,2022-01-17,3350.947265625,3355.8193359375,3157.22412109375,3212.304931640625,3212.304931640625,4.315976749864964,138.642333984375,12344309617,ETH,1,January,138.642333984375,13.586257424533507
383,2022-01-18,3212.28759765625,3236.01611328125,3096.12353515625,3164.025146484375,3164.025146484375,1.5253497977252355,48.262451171875,13024154091,ETH,1,January,48.262451171875,13.586257424533507
384,2022-01-19,3163.850341796875,3171.158447265625,3055.21240234375,3095.825927734375,3095.825927734375,2.197294539498946,68.0244140625,13187424144,ETH,1,January,68.0244140625,13.586257424533507
385,2022-01-20,3095.271728515625,3265.3369140625,3000.908203125,3001.1201171875,3001.1201171875,3.1372156945307204,94.151611328125,10645922764,ETH,1,January,94.151611328125,13.586257424533507
386,2022-01-21,3002.956787109375,3029.0810546875,2496.81298828125,2557.931640625,2557.931640625,17.397851428728504,445.025146484375,26796291874,ETH,1,January,445.025146484375,13.586257424533507
387,2022-01-22,2561.145263671875,2615.247314453125,2330.247314453125,2405.18115234375,2405.18115234375,6.484505800161639,155.964111328125,27369692036,ETH,1,January,155.964111328125,13.586257424533507
388,2022-01-23,2406.92431640625,2542.144775390625,2381.51513671875,2535.0390625,2535.0390625,-5.053758263093826,-128.11474609375,16481489511,ETH,1,January,-128.11474609375,13.586257424533507
389,2022-01-24,2535.89111328125,2537.20849609375,2172.30126953125,2440.352294921875,2440.352294921875,3.9149600882701066,95.538818359375,28220804648,ETH,1,January,95.538818359375,13.586257424533507
390,2022-01-25,2440.3935546875,2498.507080078125,2359.384765625,2455.93505859375,2455.93505859375,-0.6328141231531158,-15.54150390625,16179776932,ETH,1,January,-15.54150390625,13.586257424533507
391,2022-01-26,2455.5791015625,2705.7841796875,2417.68310546875,2468.0302734375,2468.0302734375,-0.5044983446519021,-12.451171875,21229909340,ETH,1,January,-12.451171875,13.586257424533507
392,2022-01-27,2467.1884765625,2510.45166015625,2328.4521484375,2423.001220703125,2423.001220703125,1.8236580106448483,44.187255859375,16126522783,ETH,1,January,44.187255859375,13.586257424533507
393,2022-01-28,2421.64697265625,2548.778564453125,2367.833740234375,2547.092041015625,2547.092041015625,-4.925030832782751,-125.445068359375,14666227351,ETH,1,January,-125.445068359375,13.586257424533507
394,2022-01-29,2546.590576171875,2627.609375,2526.98974609375,2597.084716796875,2597.084716796875,-1.9442623607318117,-50.494140625,11172062661,ETH,1,January,-50.494140625,13.586257424533507
395,2022-01-30,2598.56494140625,2631.408447265625,2550.4609375,2603.466552734375,2603.466552734375,-0.1882724908824706,-4.901611328125,9501221177,ETH,1,January,-4.901611328125,13.586257424533507
396,2022-01-31,2603.263427734375,2697.7353515625,2489.072265625,2688.27880859375,2688.27880859375,-3.162446565720872,-85.015380859375,13778234614,ETH,1,January,-85.015380859375,13.586257424533507
1,2021-01-01,342.9797668457031,354.826416015625,334.5606384277344,341.98565673828125,341.98565673828125,0.2906876612613783,0.994110107421875,3490086847,BCH,1,January,0.994110107421875,13.586257424533507
2,2021-01-02,342.02667236328125,365.39056396484375,334.5691833496094,354.5999450683594,354.5999450683594,-3.5457627334528388,-12.573272705078123,4608719269,BCH,1,January,-12.573272705078125,13.586257424533507
3,2021-01-03,354.6509094238281,433.0190734863281,354.6509094238281,421.7898559570313,421.7898559570313,-15.917629498430324,-67.13894653320318,7273123207,BCH,1,January,-67.13894653320318,13.586257424533507
4,2021-01-04,422.0662536621094,462.2045593261719,387.9118041992188,407.9369201660156,407.9369201660156,3.463607434782716,14.12933349609375,8597472426,BCH,1,January,14.12933349609375,13.586257424533507
5,2021-01-05,407.9645080566406,426.37701416015625,393.8099670410156,419.7681274414063,419.7681274414063,-2.8119379755465834,-11.803619384765682,6465746424,BCH,1,January,-11.803619384765682,13.586257424533507
6,2021-01-06,419.8113403320313,456.970947265625,413.5553283691406,454.484130859375,454.484130859375,-7.629043166321694,-34.67279052734369,6501368134,BCH,1,January,-34.67279052734369,13.586257424533507
7,2021-01-07,454.4713134765625,482.8439636230469,432.8406677246094,449.5687255859375,449.5687255859375,1.0905091060850147,4.902587890625,8115564128,BCH,1,January,4.902587890625,13.586257424533507
8,2021-01-08,449.5949096679688,453.6304931640625,409.3512573242188,441.0582275390625,441.0582275390625,1.9355000305827537,8.536682128906307,8384177380,BCH,1,January,8.536682128906307,13.586257424533507
9,2021-01-09,440.986083984375,587.8895263671875,420.3533935546875,573.911376953125,573.911376953125,-23.161292545627106,-132.92529296875,11980066195,BCH,1,January,-132.92529296875,13.586257424533507
10,2021-01-10,574.3733520507812,629.8012084960938,557.8359375,603.5962524414062,603.5962524414062,-4.841464848800034,-29.222900390625,18670984544,BCH,1,January,-29.222900390625,13.586257424533507
11,2021-01-11,603.72705078125,603.72705078125,407.0301818847656,479.58734130859375,479.58734130859375,25.88469268891268,124.13970947265624,15256193289,BCH,1,January,124.13970947265625,13.586257424533507
12,2021-01-12,479.279296875,510.6044006347656,446.114013671875,450.2796630859375,450.2796630859375,6.440360550666889,28.9996337890625,8994820907,BCH,1,January,28.9996337890625,13.586257424533507
13,2021-01-13,450.3873901367188,499.6568908691406,438.0456848144531,495.7847595214844,495.7847595214844,-9.156669000592446,-45.39736938476557,6997508555,BCH,1,January,-45.39736938476557,13.586257424533507
14,2021-01-14,495.8061828613281,537.53125,485.843994140625,526.3295288085938,526.3295288085938,-5.79928434119185,-30.523345947265625,7008145988,BCH,1,January,-30.523345947265625,13.586257424533507
15,2021-01-15,526.4756469726562,533.6465454101562,457.6026611328125,492.58984375,492.58984375,6.879111222572025,33.88580322265625,7258747674,BCH,1,January,33.88580322265625,13.586257424533507
16,2021-01-16,492.5022583007813,513.4317626953125,475.6581115722656,490.9816284179688,490.9816284179688,0.3097121755272683,1.5206298828125,6303545655,BCH,1,January,1.5206298828125,13.586257424533507
17,2021-01-17,490.9681701660156,495.1344909667969,463.6385498046875,478.7698059082031,478.7698059082031,2.5478557977717067,12.1983642578125,4635690838,BCH,1,January,12.1983642578125,13.586257424533507
18,2021-01-18,478.8108520507813,513.7310791015625,470.6421203613281,510.4153137207031,510.4153137207031,-6.191910943960359,-31.604461669921815,4495156814,BCH,1,January,-31.604461669921818,13.586257424533507
19,2021-01-19,510.4017333984375,547.0870361328125,503.8229370117188,511.072265625,511.072265625,-0.1312010593536108,-0.6705322265625,6415459721,BCH,1,January,-0.6705322265625,13.586257424533507
20,2021-01-20,510.8137512207031,517.6112060546875,474.0353088378906,499.3244934082031,499.3244934082031,2.300960190051684,11.4892578125,6103579197,BCH,1,January,11.4892578125,13.586257424533507
21,2021-01-21,499.2824401855469,499.2824401855469,407.8289489746094,419.5851440429688,419.5851440429688,18.99430837198956,79.69729614257807,6318951662,BCH,1,January,79.69729614257807,13.586257424533507
22,2021-01-22,419.467041015625,450.0270080566406,396.0233154296875,441.5264892578125,441.5264892578125,-4.996177755782786,-22.0594482421875,5739209371,BCH,1,January,-22.0594482421875,13.586257424533507
23,2021-01-23,441.2742309570313,443.8301086425781,420.107666015625,431.5047302246094,431.5047302246094,2.2640541454404577,9.769500732421932,4073070097,BCH,1,January,9.769500732421932,13.586257424533507
24,2021-01-24,431.46331787109375,448.7325134277344,424.0015258789063,440.1033325195313,440.1033325195313,-1.963178646926997,-8.640014648437557,3869930797,BCH,1,January,-8.640014648437557,13.586257424533507
25,2021-01-25,440.0459289550781,464.2228088378906,432.68011474609375,433.802490234375,433.802490234375,1.4392353343407314,6.243438720703125,5168935996,BCH,1,January,6.243438720703125,13.586257424533507
26,2021-01-26,433.7289733886719,437.9620666503906,415.1179504394531,428.0443420410156,428.0443420410156,1.3280473047606698,5.68463134765625,5549601374,BCH,1,January,5.68463134765625,13.586257424533507
27,2021-01-27,428.0255126953125,428.3438415527344,371.1024169921875,378.0301513671875,378.0301513671875,13.225231148179924,49.995361328125,6484712952,BCH,1,January,49.995361328125,13.586257424533507
28,2021-01-28,378.0505065917969,413.4749450683594,372.3145751953125,405.3744812011719,405.3744812011719,-6.740427894822308,-27.323974609375,4670394866,BCH,1,January,-27.323974609375,13.586257424533507
29,2021-01-29,414.4378662109375,432.3170166015625,392.3240356445313,407.5032958984375,407.5032958984375,1.7017212823300234,6.9345703125,7763515865,BCH,1,January,6.9345703125,13.586257424533507
30,2021-01-30,407.4646301269531,417.1929016113281,392.9413146972656,414.9421081542969,414.9421081542969,-1.802053317896394,-7.47747802734375,5032998555,BCH,1,January,-7.47747802734375,13.586257424533507
31,2021-01-31,415.0466918945313,416.16986083984375,391.7389526367188,399.7699279785156,399.7699279785156,3.821388965714471,15.276763916015682,3699019612,BCH,1,January,15.276763916015682,13.586257424533507
366,2022-01-01,430.698974609375,445.1204223632813,430.4936218261719,444.4561767578125,444.4561767578125,-3.0952887748782265,-13.7572021484375,5200720289,BCH,1,January,-13.7572021484375,13.586257424533507
367,2022-01-02,444.4224243164063,451.7073364257813,443.3173828125,447.8326416015625,447.8326416015625,-0.761493684998127,-3.410217285156193,5266233006,BCH,1,January,-3.410217285156193,13.586257424533507
368,2022-01-03,447.8177795410156,447.8177795410156,432.5278015136719,434.94384765625,434.94384765625,2.959906653269942,12.873931884765623,5175856851,BCH,1,January,12.873931884765625,13.586257424533507
369,2022-01-04,434.9792785644531,438.9859313964844,427.22998046875,427.5243225097656,427.5243225097656,1.7437501592712803,7.4549560546875,5170910046,BCH,1,January,7.4549560546875,13.586257424533507
370,2022-01-05,427.5313415527344,432.0910949707031,394.7982482910156,401.572509765625,401.572509765625,6.464295029124395,25.95883178710937,5222363057,BCH,1,January,25.958831787109375,13.586257424533507
371,2022-01-06,401.5289306640625,401.9890441894531,389.133056640625,400.6392517089844,400.6392517089844,0.2220648504316717,0.889678955078125,4606482593,BCH,1,January,0.889678955078125,13.586257424533507
372,2022-01-07,400.5964050292969,400.7229309082031,378.25787353515625,386.0583190917969,386.0583190917969,3.765774552326934,14.5380859375,5495287581,BCH,1,January,14.5380859375,13.586257424533507
373,2022-01-08,386.0547790527344,390.9888916015625,365.2764587402344,374.2579650878906,374.2579650878906,3.1520542153520745,11.79681396484375,4940762099,BCH,1,January,11.79681396484375,13.586257424533507
374,2022-01-09,374.2613525390625,380.7779541015625,369.9472961425781,377.1028442382813,377.1028442382813,-0.7535057723996755,-2.841491699218807,4998528088,BCH,1,January,-2.841491699218807,13.586257424533507
375,2022-01-10,377.1104431152344,378.1414184570313,350.5097961425781,364.0692138671875,364.0692138671875,3.582074163734239,13.041229248046877,5091316579,BCH,1,January,13.041229248046875,13.586257424533507
376,2022-01-11,364.064697265625,374.38616943359375,362.8907775878906,369.8307495117188,369.8307495117188,-1.5591056865083897,-5.766052246093807,4883845879,BCH,1,January,-5.766052246093807,13.586257424533507
377,2022-01-12,369.8577575683594,385.3151245117188,368.9432373046875,383.9136352539063,383.9136352539063,-3.66120824967597,-14.055877685546932,4878392863,BCH,1,January,-14.055877685546932,13.586257424533507
378,2022-01-13,383.9088439941406,391.2665710449219,377.5850524902344,377.5850524902344,377.5850524902344,1.6747992173418478,6.32379150390625,4820513787,BCH,1,January,6.32379150390625,13.586257424533507
379,2022-01-14,377.6080932617188,392.7408447265625,377.0051879882813,386.1727600097656,386.1727600097656,-2.217832958448502,-8.564666748046818,4865794221,BCH,1,January,-8.564666748046818,13.586257424533507
380,2022-01-15,386.18988037109375,392.8488159179688,384.4070129394531,391.1540832519531,391.1540832519531,-1.2691169780430989,-4.964202880859375,4761528715,BCH,1,January,-4.964202880859375,13.586257424533507
381,2022-01-16,391.14361572265625,393.0111999511719,384.2950134277344,388.7116088867188,388.7116088867188,0.6256584008135956,2.432006835937443,4738253300,BCH,1,January,2.432006835937443,13.586257424533507
382,2022-01-17,388.7239990234375,389.2840881347656,374.0353088378906,381.1038208007813,381.1038208007813,1.999501922243801,7.620178222656193,4688459028,BCH,1,January,7.620178222656193,13.586257424533507
383,2022-01-18,381.0854797363281,394.5392761230469,376.2998046875,382.0470275878906,382.0470275878906,-0.2516831128443458,-0.9615478515625,4921110719,BCH,1,January,-0.9615478515625,13.586257424533507
384,2022-01-19,382.05755615234375,384.1370849609375,367.4389343261719,370.5811767578125,370.5811767578125,3.096859774405503,11.47637939453125,4722885424,BCH,1,January,11.47637939453125,13.586257424533507
385,2022-01-20,370.5032043457031,383.7067260742188,358.033935546875,358.1083374023437,358.1083374023437,3.4612059113925318,12.394866943359432,4652760962,BCH,1,January,12.394866943359432,13.586257424533507
386,2022-01-21,358.2214050292969,359.8827514648437,311.0995483398437,315.2086486816406,315.2086486816406,13.64580462102071,43.01275634765625,4998844753,BCH,1,January,43.01275634765625,13.586257424533507
387,2022-01-22,315.29010009765625,318.03399658203125,271.4568786621094,291.4414978027344,291.4414978027344,8.182980966926023,23.848602294921875,5502585985,BCH,1,January,23.848602294921875,13.586257424533507
388,2022-01-23,291.51531982421875,302.6041564941406,285.6424865722656,301.8079528808594,301.8079528808594,-3.41032532721353,-10.292633056640623,5029208794,BCH,1,January,-10.292633056640625,13.586257424533507
389,2022-01-24,301.8553771972656,302.081787109375,262.5016784667969,292.2291259765625,292.2291259765625,3.294076587518239,9.626251220703123,5138719653,BCH,1,January,9.626251220703125,13.586257424533507
390,2022-01-25,292.208984375,294.0927429199219,285.4053955078125,292.2338256835937,292.2338256835937,-0.0085004905012567,-0.0248413085936931,4865661412,BCH,1,January,-0.024841308593693157,13.586257424533507
391,2022-01-26,292.1972961425781,312.758056640625,286.219482421875,289.95135498046875,289.95135498046875,0.7745924009427936,2.245941162109375,4789506698,BCH,1,January,2.245941162109375,13.586257424533507
392,2022-01-27,289.8567199707031,293.70867919921875,279.4674072265625,289.5102844238281,289.5102844238281,0.1196626045822386,0.346435546875,4450566226,BCH,1,January,0.346435546875,13.586257424533507
393,2022-01-28,289.46710205078125,296.8013916015625,282.9716491699219,296.7961120605469,296.7961120605469,-2.469375342851693,-7.329010009765625,4402414050,BCH,1,January,-7.329010009765625,13.586257424533507
394,2022-01-29,296.79400634765625,301.1580505371094,292.78759765625,298.87139892578125,298.87139892578125,-0.6950790827063646,-2.077392578125,4549035847,BCH,1,January,-2.077392578125,13.586257424533507
395,2022-01-30,298.9230651855469,301.1792297363281,288.5914306640625,290.500732421875,290.500732421875,2.8992466536850854,8.422332763671875,4393440670,BCH,1,January,8.422332763671875,13.586257424533507
396,2022-01-31,290.509033203125,290.51416015625,279.07098388671875,285.5392761230469,285.5392761230469,1.7404810811163216,4.969757080078125,4272814799,BCH,1,January,4.969757080078125,13.586257424533507
1,2021-01-01,1.0037740468978882,1.005823016166687,1.0032470226287842,1.0044870376586914,1.0044870376586914,-0.0709805835289917,-0.0007129907608032,278153536,DAI,1,January,-0.0007129907608032227,13.586257424533507
2,2021-01-02,1.0045009851455688,1.0050740242004397,0.999014973640442,1.0009219646453855,1.0009219646453855,0.3575723809249536,0.0035790205001833,588836476,DAI,1,January,0.0035790205001833275,13.586257424533507
3,2021-01-03,1.000954031944275,1.0021799802780151,1.0000330209732056,1.001397967338562,1.001397967338562,-0.0443315653482867,-0.0004439353942871,537297796,DAI,1,January,-0.0004439353942871094,13.586257424533507
4,2021-01-04,1.0014050006866455,1.0036540031433103,1.0005069971084597,1.001232028007507,1.001232028007507,0.0172759834184118,0.0001729726791384,638960956,DAI,1,January,0.00017297267913840564,13.586257424533507
5,2021-01-05,1.0012329816818235,1.0027259588241575,1.0002299547195437,1.0022859573364258,1.0022859573364258,-0.1050574087060497,-0.0010529756546022,479869770,DAI,1,January,-0.0010529756546022728,13.586257424533507
6,2021-01-06,1.002392053604126,1.0032739639282229,1.0000120401382446,1.0016260147094729,1.0016260147094729,0.0764795326202956,0.000766038894653,449099903,DAI,1,January,0.0007660388946530983,13.586257424533507
7,2021-01-07,1.0016130208969116,1.0019700527191162,0.9992160201072692,0.999750018119812,0.999750018119812,0.186346861048653,0.0018630027770996,507948433,DAI,1,January,0.0018630027770996094,13.586257424533507
8,2021-01-08,0.9997739791870116,1.001204013824463,0.99931401014328,1.000167965888977,1.000167965888977,-0.0393920536752301,-0.0003939867019654,573546810,DAI,1,January,-0.00039398670196544305,13.586257424533507
9,2021-01-09,1.0001189708709717,1.0016939640045166,0.9992930293083192,1.0012439489364624,1.0012439489364624,-0.1123580388860969,-0.0011249780654907,426771932,DAI,1,January,-0.0011249780654907227,13.586257424533507
10,2021-01-10,1.0012619495391846,1.0076889991760254,0.9994660019874572,0.9996979832649232,0.9996979832649232,0.1564438760948172,0.0015639662742613,461427626,DAI,1,January,0.0015639662742613636,13.586257424533507
11,2021-01-11,0.999567985534668,1.0130759477615356,0.9984530210494996,1.0010160207748413,1.0010160207748413,-0.1446565499573604,-0.0014480352401733,958822243,DAI,1,January,-0.0014480352401733398,13.586257424533507
12,2021-01-12,1.0009599924087524,1.0015720129013062,0.9993450045585632,1.0005799531936646,1.0005799531936646,0.0379818937881851,0.0003800392150878,448764354,DAI,1,January,0.0003800392150878906,13.586257424533507
13,2021-01-13,1.000412940979004,1.0021580457687378,0.9996780157089232,1.000404953956604,1.000404953956604,0.0007983789332823,7.987022399902344e-06,333395308,DAI,1,January,7.987022399902344e-06,13.586257424533507
14,2021-01-14,1.00040602684021,1.0026040077209473,1.000072002410889,1.0018880367279053,1.0018880367279053,-0.1479217071535708,-0.0014820098876953,399350087,DAI,1,January,-0.0014820098876953125,13.586257424533507
15,2021-01-15,1.0019639730453491,1.00278902053833,1.0002620220184326,1.0012530088424685,1.0012530088424685,0.0710074473286797,0.0007109642028806,411495878,DAI,1,January,0.0007109642028806373,13.586257424533507
16,2021-01-16,1.0012400150299072,1.0023599863052368,1.00039803981781,1.0007460117340088,1.0007460117340088,0.0493635038367497,0.0004940032958984,321098274,DAI,1,January,0.0004940032958984375,13.586257424533507
17,2021-01-17,1.0007339715957642,1.0013309717178345,0.9999610185623168,1.0006849765777588,1.0006849765777588,0.004896148053799,4.899501800537109e-05,249817374,DAI,1,January,4.8995018005371094e-05,13.586257424533507
18,2021-01-18,1.000815987586975,1.0014899969100952,0.9999610185623168,1.0008569955825806,1.0008569955825806,-0.0040972882026566,-4.100799560546875e-05,235553948,DAI,1,January,-4.100799560546875e-05,13.586257424533507
19,2021-01-19,1.0008820295333862,1.0022039413452148,0.9999819993972778,1.000241994857788,1.000241994857788,0.0639879827970173,0.0006400346755981,466574610,DAI,1,January,0.0006400346755981445,13.586257424533507
20,2021-01-20,1.0002189874649048,1.0009150505065918,0.9992219805717468,1.0009150505065918,1.0009150505065918,-0.0695426691140985,-0.000696063041687,378694413,DAI,1,January,-0.0006960630416870117,13.586257424533507
21,2021-01-21,1.000920057296753,1.001391053199768,0.9991869926452636,1.000412940979004,1.000412940979004,0.0506906995078211,0.000507116317749,462420708,DAI,1,January,0.0005071163177490234,13.586257424533507
22,2021-01-22,1.0006330013275146,1.001904010772705,1.000298023223877,1.0014770030975342,1.0014770030975342,-0.0842757015297468,-0.0008440017700195,452632736,DAI,1,January,-0.0008440017700195312,13.586257424533507
23,2021-01-23,1.0013949871063232,1.00387704372406,1.0009829998016355,1.0031369924545288,1.0031369924545288,-0.1736557779554251,-0.0017420053482055,297679712,DAI,1,January,-0.0017420053482055664,13.586257424533507
24,2021-01-24,1.0031919479370115,1.0037000179290771,1.001781940460205,1.0019789934158323,1.0019789934158323,0.1210558833218781,0.0012129545211791,301905576,DAI,1,January,0.0012129545211791992,13.586257424533507
25,2021-01-25,1.0019700527191162,1.002763032913208,1.0003080368041992,1.0004470348358154,1.0004470348358154,0.1522337345475491,0.0015230178833007,351131614,DAI,1,January,0.0015230178833007812,13.586257424533507
26,2021-01-26,1.000393033027649,1.0021569728851318,0.9995399713516236,1.0008859634399414,1.0008859634399414,-0.0492494080542732,-0.0004929304122924,313797531,DAI,1,January,-0.0004929304122924805,13.586257424533507
27,2021-01-27,1.0007929801940918,1.0019099712371826,0.9994189739227296,1.0008970499038696,1.0008970499038696,-0.0103976437724366,-0.0001040697097778,340795072,DAI,1,January,-0.00010406970977783203,13.586257424533507
28,2021-01-28,1.000892996788025,1.0016130208969116,0.9999709725379944,1.0005899667739868,1.0005899667739868,0.0302851341808961,0.000303030014038,238725114,DAI,1,January,0.00030303001403808594,13.586257424533507
29,2021-01-29,1.0002410411834717,1.0017189979553225,0.9991490244865416,0.99965900182724,0.99965900182724,0.0582237898291118,0.0005820393562316,410430767,DAI,1,January,0.0005820393562316895,13.586257424533507
30,2021-01-30,0.9995539784431458,1.0007569789886477,0.9994149804115297,1.0007059574127195,1.0007059574127195,-0.1151166295194387,-0.0011519789695737,207085085,DAI,1,January,-0.0011519789695737526,13.586257424533507
31,2021-01-31,1.0006320476531982,1.0029300451278689,0.999421000480652,1.000277042388916,1.000277042388916,0.0354906940015721,0.0003550052642822,219524281,DAI,1,January,0.00035500526428222656,13.586257424533507
366,2022-01-01,0.9990959763526917,1.0003679990768433,0.9985499978065492,0.9998589754104614,0.9998589754104614,-0.0763106674575331,-0.0007629990577697,369649923,DAI,1,January,-0.0007629990577697754,13.586257424533507
367,2022-01-02,0.9998679757118224,1.0008870363235474,0.9984610080718994,1.0004220008850098,1.0004220008850098,-0.0553791472695778,-0.0005540251731873,307504088,DAI,1,January,-0.0005540251731873669,13.586257424533507
368,2022-01-03,1.0004229545593262,1.0011680126190186,0.9980639815330504,0.9997490048408508,0.9997490048408508,0.0674118919060716,0.0006739497184753,421211916,DAI,1,January,0.0006739497184753418,13.586257424533507
369,2022-01-04,0.9997550249099731,1.0007309913635254,0.9983220100402832,0.9990990161895752,0.9990990161895752,0.0656600306644155,0.0006560087203979,449020349,DAI,1,January,0.0006560087203979492,13.586257424533507
370,2022-01-05,0.9991390109062196,1.0010210275650024,0.9980840086936952,0.9999300241470336,0.9999300241470336,-0.0791068596513783,-0.0007910132408139,625153639,DAI,1,January,-0.0007910132408139869,13.586257424533507
371,2022-01-06,0.9999030232429504,1.0011940002441406,0.998404026031494,0.999460995197296,0.999460995197296,0.044226642938392,0.0004420280456544,558399863,DAI,1,January,0.0004420280456544079,13.586257424533507
372,2022-01-07,0.9993849992752076,1.000946044921875,0.9971699714660645,0.9995579719543456,0.9995579719543456,-0.0173049171725141,-0.0001729726791379,640830173,DAI,1,January,-0.00017297267913796155,13.586257424533507
373,2022-01-08,0.999541997909546,1.0013799667358398,0.9986900091171264,0.9996749758720398,0.9996749758720398,-0.0133021197592533,-0.0001329779624937,526473838,DAI,1,January,-0.00013297796249378546,13.586257424533507
374,2022-01-09,0.9997419714927672,1.0014560222625732,0.9988539814949036,0.9997140169143676,0.9997140169143676,0.0027962575223202,2.7954578399658203e-05,329184018,DAI,1,January,2.7954578399658203e-05,13.586257424533507
375,2022-01-10,0.9997410178184508,1.0014790296554563,0.998274028301239,1.0003160238265991,1.0003160238265991,-0.0574824349957608,-0.0005750060081483,691978522,DAI,1,January,-0.0005750060081483044,13.586257424533507
376,2022-01-11,1.0001980066299438,1.002712965011597,0.9987580180168152,1.000296950340271,1.000296950340271,-0.0098914337680916,-9.894371032714844e-05,469385653,DAI,1,January,-9.894371032714844e-05,13.586257424533507
377,2022-01-12,1.000319004058838,1.0019049644470217,0.9992600083351136,1.0011240243911743,1.0011240243911743,-0.0804116485793049,-0.0008050203323364,410906024,DAI,1,January,-0.0008050203323364258,13.586257424533507
378,2022-01-13,1.001121997833252,1.0015909671783447,0.9977530241012572,0.9989320039749146,0.9989320039749146,0.2192335263684672,0.0021899938583374,468175817,DAI,1,January,0.0021899938583374023,13.586257424533507
379,2022-01-14,0.9989870190620422,1.0010700225830078,0.9983869791030884,1.0000699758529663,1.0000699758529663,-0.1082881015401358,-0.001082956790924,361537640,DAI,1,January,-0.0010829567909240723,13.586257424533507
380,2022-01-15,1.000054955482483,1.000885009765625,0.9985899925231934,0.9993929862976074,0.9993929862976074,0.0662371253302313,0.0006619691848754,339498191,DAI,1,January,0.0006619691848754883,13.586257424533507
381,2022-01-16,0.9994019865989684,1.0008540153503418,0.9981859922409058,1.0002830028533936,1.0002830028533936,-0.0880766994852441,-0.0008810162544251,384353707,DAI,1,January,-0.0008810162544251599,13.586257424533507
382,2022-01-17,1.0002609491348269,1.001073956489563,0.9985659718513488,0.999888002872467,0.999888002872467,0.0372988035948471,0.0003729462623598,640642937,DAI,1,January,0.0003729462623598412,13.586257424533507
383,2022-01-18,0.9998859763145448,1.000890016555786,0.9986770153045654,0.9997439980506896,0.9997439980506896,0.0142014619874721,0.0001419782638552,512219720,DAI,1,January,0.0001419782638552025,13.586257424533507
384,2022-01-19,0.9997429847717284,1.001315951347351,0.9985169768333436,0.9995980262756348,0.9995980262756348,0.0145016789032421,0.0001449584960936,451758676,DAI,1,January,0.00014495849609363898,13.586257424533507
385,2022-01-20,0.999633014202118,1.0016069412231443,0.998682975769043,0.9996780157089232,0.9996780157089232,-0.0045016001250447,-4.500150680519788e-05,463356217,DAI,1,January,-4.500150680519788e-05,13.586257424533507
386,2022-01-21,0.9996910095214844,1.001667022705078,0.997389018535614,1.0002909898757937,1.0002909898757937,-0.0599805816889147,-0.0005999803543093,925128860,DAI,1,January,-0.0005999803543093041,13.586257424533507
387,2022-01-22,1.0002859830856323,1.001760959625244,0.998503029346466,0.9999510049819946,0.9999510049819946,0.0334994516700072,0.0003349781036376,984517239,DAI,1,January,0.0003349781036376953,13.586257424533507
388,2022-01-23,0.99992698431015,1.0018270015716553,0.9986730217933656,1.000553011894226,1.000553011894226,-0.0625681574723218,-0.000626027584076,404965759,DAI,1,January,-0.0006260275840760388,13.586257424533507
389,2022-01-24,1.0005290508270264,1.0019750595092771,0.9984620213508606,1.0006849765777588,1.0006849765777588,-0.0155819018354479,-0.0001559257507324,685793214,DAI,1,January,-0.00015592575073242188,13.586257424533507
390,2022-01-25,1.000633955001831,1.001451015472412,0.9992039799690248,1.0003750324249268,1.0003750324249268,0.0258825508946043,0.0002589225769042,446117860,DAI,1,January,0.0002589225769042969,13.586257424533507
391,2022-01-26,1.0003780126571655,1.0010160207748413,0.9988030195236206,1.0007890462875366,1.0007890462875366,-0.0410709561516323,-0.000411033630371,639636624,DAI,1,January,-0.00041103363037109375,13.586257424533507
392,2022-01-27,1.0006979703903198,1.0009139776229858,0.9984970092773438,1.0003889799118042,1.0003889799118042,0.0308870334160284,0.0003089904785156,670508135,DAI,1,January,0.000308990478515625,13.586257424533507
393,2022-01-28,1.0003639459609983,1.0009000301361084,0.9986839890480042,1.0002859830856323,1.0002859830856323,0.0077940585676801,7.796287536598889e-05,515009030,DAI,1,January,7.796287536598889e-05,13.586257424533507
394,2022-01-29,1.0002859830856323,1.0012489557266235,0.9990649819374084,1.0000150203704834,1.0000150203704834,0.0270958645249688,0.0002709627151489,370944328,DAI,1,January,0.0002709627151489258,13.586257424533507
395,2022-01-30,1.0000230073928833,1.0006979703903198,0.9989969730377196,0.999813973903656,0.999813973903656,0.0209072382146398,0.0002090334892272,247227537,DAI,1,January,0.00020903348922729492,13.586257424533507
396,2022-01-31,0.9998170137405396,1.0008870363235474,0.998993992805481,1.0001699924468994,1.0001699924468994,-0.035291871284431,-0.0003529787063598,275013830,DAI,1,January,-0.0003529787063598633,13.586257424533507
